date,team,player,starter,minutes
2022-11-21,United States,Christian Pulisic,True,89.66666666666667
2022-11-21,United States,Weston McKennie,True,65.2
2022-11-21,United States,Matthew Charles Turner,True,90.0
2022-11-21,United States,Walker Zimmerman,True,90.0
2022-11-21,United States,Sean Johnson,False,0.0
2022-11-21,United States,Tyler Adams,True,90.0
2022-11-21,United States,Aaron Long,False,0.0
2022-11-21,United States,Kellyn Kai Perry-Acosta,False,15.75
2022-11-21,United States,Cristian Roldán León,False,0.0
2022-11-21,United States,Cameron Carter-Vickers,False,0.0
2022-11-21,United States,Tim Ream,True,90.0
2022-11-21,United States,Ethan Horvath,False,0.0
2022-11-21,United States,Sergino Dest,True,74.25
2022-11-21,United States,Haji Wright,False,16.516666666666666
2022-11-21,United States,Joshua Sargent,True,73.48333333333333
2022-11-21,United States,Jesus Ferreira,False,0.0
2022-11-21,United States,Jordan Morris,False,2.450000000000003
2022-11-21,United States,Brenden Aaronson,False,24.799999999999997
2022-11-21,United States,Luca de la Torre,False,0.0
2022-11-21,United States,Giovanni Reyna,False,0.0
2022-11-21,United States,Joseph Scally,False,0.0
2022-11-21,United States,Yunus Dimoara Musah,True,74.25
2022-11-26,Poland,Kamil Glik,True,90.0
2022-11-26,Poland,Grzegorz Krychowiak,True,90.0
2022-11-26,Poland,Jan Bednarek,False,0.0
2022-11-26,Poland,Sebastian Szymański,False,0.0
2022-11-26,Poland,Robert Gumny,False,0.0
2022-11-26,Poland,Artur Jędrzejczyk,False,0.0
2022-11-26,Poland,Matty Cash,True,90.0
2022-11-26,Poland,Piotr Zieliński,True,62.13333333333333
2022-11-26,Poland,Arkadiusz Milik,True,70.61666666666666
2022-11-26,Poland,Kamil Grosicki,False,0.0
2022-11-26,Poland,Robert Lewandowski,True,90.0
2022-11-26,Poland,Wojciech Szczęsny,True,90.0
2022-11-26,Poland,Bartosz Bereszyński,True,90.0
2022-11-26,Poland,Przemysław Frankowski,True,90.0
2022-11-26,Poland,Szymon Żurkowski,False,0.0
2022-11-26,Poland,Mateusz Wieteska,False,0.0
2022-11-26,Poland,Damian Szymański,False,0.0
2022-11-26,Poland,Karol Świderski,False,0.0
2022-11-26,Poland,Łukasz Skorupski,False,0.0
2022-11-26,Poland,Krystian Bielik,True,90.0
2022-11-26,Poland,Krzysztof Piątek,False,19.38333333333334
2022-11-26,Poland,Kamil Grabara,False,0.0
2022-11-26,Poland,Michał Skóraś,False,0.0
2022-11-26,Poland,Jakub Kamiński,False,27.866666666666667
2022-11-26,Poland,Jakub Piotr Kiwior,True,90.0
2022-11-26,Poland,Nicola Zalewski,False,0.0
2022-11-26,Saudi Arabia,Abdullah Ibrahim Otayf,False,0.0
2022-11-26,Saudi Arabia,Salem Mohammed Al Dawsari,True,94.98333333333333
2022-11-26,Saudi Arabia,Hattan Babhir,False,0.29999999999999716
2022-11-26,Saudi Arabia,Mohammed Al Burayk,True,64.36666666666667
2022-11-26,Saudi Arabia,Mohammed Kanoo,True,89.80000000000001
2022-11-26,Saudi Arabia,Mohammed Khalil Al Owais,True,90.0
2022-11-26,Saudi Arabia,Ali Albulayhi,True,89.4
2022-11-26,Saudi Arabia,Abdulelah Al Amri,True,89.88333333333333
2022-11-26,Saudi Arabia,Ali Al Hassan,False,0.0
2022-11-26,Saudi Arabia,Firas Tariq Nasser Al Albirakan,True,94.98333333333333
2022-11-26,Saudi Arabia,Abdullah Mohammed Madu,False,0.0
2022-11-26,Saudi Arabia,Saleh Khalid Al Shehri,True,85.0
2022-11-26,Saudi Arabia,Hassan Mohammed Al-Tambakti,False,0.0
2022-11-26,Saudi Arabia,Sami Khalil Al Naji,True,45.0
2022-11-26,Saudi Arabia,Mohammed Al Rubaie Al Yami,False,0.0
2022-11-26,Saudi Arabia,Abdulrahman Al-Obood,False,10.049999999999997
2022-11-26,Saudi Arabia,Saud Abdullah Abdul Hamid,True,90.0
2022-11-26,Saudi Arabia,Nawaf Shaker Al Abid,False,49.68333333333334
2022-11-26,Saudi Arabia,Nawaf Alaqidi,False,0.0
2022-11-26,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,True,84.93333333333334
2022-11-26,Saudi Arabia,Sultan Abdullah Salim Al Ghannam,False,25.25
2022-11-26,Saudi Arabia,Nasser Al Dawsari,False,5.0
2022-11-26,Saudi Arabia,Haitham Mohammed Asiri,False,0.0
2022-11-29,Netherlands,Memphis Depay,True,65.75
2022-11-29,Netherlands,Vincent Janssen,False,24.25
2022-11-29,Netherlands,Nathan Aké,True,90.0
2022-11-29,Netherlands,Daley Blind,True,90.0
2022-11-29,Netherlands,Virgil van Dijk,True,90.0
2022-11-29,Netherlands,Davy Klaassen,True,65.4
2022-11-29,Netherlands,Marten de Roon,True,82.16666666666667
2022-11-29,Netherlands,Steven Berghuis,False,24.599999999999994
2022-11-29,Netherlands,Stefan de Vrij,False,0.0
2022-11-29,Netherlands,Wout Weghorst,False,7.900000000000006
2022-11-29,Netherlands,Remko Pasveer,False,0.0
2022-11-29,Netherlands,Teun Koopmeiners,False,7.833333333333329
2022-11-29,Netherlands,Matthijs de Ligt,False,0.0
2022-11-29,Netherlands,Frenkie de Jong,True,85.98333333333333
2022-11-29,Netherlands,Tyrell Malacia,False,0.0
2022-11-29,Netherlands,Denzel Dumfries,True,90.0
2022-11-29,Netherlands,Steven Bergwijn,False,0.0
2022-11-29,Netherlands,Andries Noppert,True,90.0
2022-11-29,Netherlands,Justin Bijlow,False,0.0
2022-11-29,Netherlands,Luuk de Jong,False,0.0
2022-11-29,Netherlands,Cody Mathès Gakpo,True,82.1
2022-11-29,Netherlands,Noa Lang,False,0.0
2022-11-29,Netherlands,Jurriën David Norman Timber,True,90.0
2022-11-29,Netherlands,Kenneth Taylor,False,4.016666666666666
2022-11-29,Netherlands,Jeremie Frimpong,False,0.0
2022-11-29,Netherlands,Xavi Simons,False,0.0
2022-11-29,Qatar,Akram Hassan Afif,True,90.0
2022-11-29,Qatar,Hassan Khalid Al Heidos,True,63.78333333333333
2022-11-29,Qatar,Ahmed Alaa Eldin Abdelmotaal,False,5.533333333333331
2022-11-29,Qatar,Karim Boudiaf,False,26.18333333333333
2022-11-29,Qatar,Boualem Khoukhi,True,90.0
2022-11-29,Qatar,Abdelkarim Hassan Al Haj Fadlalla,True,90.0
2022-11-29,Qatar,Almoez Ali Zainalabiddin Abdulla,True,64.2
2022-11-29,Qatar,Saad Abdullah Al Sheeb,False,0.0
2022-11-29,Qatar,Assim Omer Al Haj Madibo,True,63.81666666666667
2022-11-29,Qatar,Bassam Hisham Al Rawi,False,0.0
2022-11-29,Qatar,Tarek Salman Salman,False,0.0
2022-11-29,Qatar,Pedro Miguel Correia,True,90.0
2022-11-29,Qatar,Meshaal Aissa Barsham,True,90.0
2022-11-29,Qatar,Mosaab Khoder Jibril,False,5.416666666666671
2022-11-29,Qatar,Abdulaziz Hatem Mohammed Abdullah,True,84.46666666666667
2022-11-29,Qatar,Salem Ali Al Hajri,False,0.0
2022-11-29,Qatar,Ismaeel Mohammad Mohammad,True,84.28333333333333
2022-11-29,Qatar,Homam Alamin Ahmed,True,89.46666666666665
2022-11-29,Qatar,Mohammed Muntari,False,25.799999999999997
2022-11-29,Qatar,Mohammed Waed Abdulwahhab Al Bayati,False,0.0
2022-11-29,Qatar,Jassem Gaber Abdulsallam,False,0.0
2022-11-29,Qatar,Yousef Hassan Mohamed Ali,False,0.0
2022-11-29,Qatar,Khalid Muneer Mazeed,False,0.0
2022-11-29,Qatar,Ali Assadalla Thaimn Qambar,False,26.21666666666667
2022-11-29,Qatar,Mostafa Taerk Mashaal,False,0.0
2022-11-29,Qatar,Naif Abdulraheem Al Hadhrami,False,0.0
2022-11-26,France,Marcus Thuram,False,28.016666666666666
2022-11-26,France,Kylian Mbappé Lottin,True,90.0
2022-11-26,France,Adrien Rabiot,True,92.25
2022-11-26,France,Hugo Lloris,True,90.0
2022-11-26,France,Alphonse Areola,False,0.0
2022-11-26,France,Steve Mandanda,False,0.0
2022-11-26,France,Olivier Giroud,True,61.983333333333334
2022-11-26,France,Jules Koundé,True,90.0
2022-11-26,France,Benjamin Pavard,False,0.0
2022-11-26,France,Ousmane Dembélé,True,74.16666666666667
2022-11-26,France,Raphaël Varane,True,73.85
2022-11-26,France,Antoine Griezmann,True,92.21666666666667
2022-11-26,France,Theo Bernard François Hernández,True,90.0
2022-11-26,France,Jordan Veretout,False,0.0
2022-11-26,France,Mattéo Guendouzi Olié,False,0.0
2022-11-26,France,Axel Disasi,False,0.0
2022-11-26,France,Kingsley Coman,False,15.833333333333329
2022-11-26,France,Dayotchanculle Upamecano,True,90.0
2022-11-26,France,Aurélien Djani Tchouaméni,True,92.06666666666666
2022-11-26,France,Ibrahima Konaté,False,16.150000000000006
2022-11-26,France,Youssouf Fofana,False,0.03333333333333144
2022-11-26,France,William Saliba,False,0.0
2022-11-26,France,Randal Kolo Muani,False,0.0
2022-11-26,France,Eduardo Camavinga,False,0.0
2022-11-26,Denmark,Christian Dannemann Eriksen,True,90.0
2022-11-26,Denmark,Pierre-Emile Højbjerg,True,90.0
2022-11-26,Denmark,Kasper Schmeichel,True,90.0
2022-11-26,Denmark,Andreas Christensen,True,90.0
2022-11-26,Denmark,Martin Braithwaite Christensen,False,45.0
2022-11-26,Denmark,Jens Stryger Larsen,False,0.0
2022-11-26,Denmark,Simon Thorup Kjær,False,0.0
2022-11-26,Denmark,Yussuf Yurary Poulsen,False,0.0
2022-11-26,Denmark,Andreas Evald Cornelius,True,45.0
2022-11-26,Denmark,Kasper Dolberg,False,17.049999999999997
2022-11-26,Denmark,Daniel Wass,False,0.0
2022-11-26,Denmark,Christian Nørgaard,False,5.733333333333334
2022-11-26,Denmark,Joachim Andersen,True,90.0
2022-11-26,Denmark,Frederik Rønnow,False,0.0
2022-11-26,Denmark,Rasmus Nissen Kristensen,True,91.61666666666666
2022-11-26,Denmark,Robert Skov,False,0.0
2022-11-26,Denmark,Joakim Mæhle,True,90.0
2022-11-26,Denmark,Andreas Skov Olsen,False,0.0
2022-11-26,Denmark,Victor Nelsson,True,90.0
2022-11-26,Denmark,Mathias Jensen,False,0.0
2022-11-26,Denmark,Jonas Older Wind,False,0.0
2022-11-26,Denmark,Mikkel Damsgaard,True,72.95
2022-11-26,Denmark,Alexander Hartmann Bah,False,0.0
2022-11-26,Denmark,Oliver Christensen,False,0.0
2022-11-26,Denmark,Jesper Lindstrøm,True,84.26666666666667
2022-11-23,Germany,Leroy Sané,False,0.0
2022-11-23,Germany,Antonio Rüdiger,True,90.0
2022-11-23,Germany,Kevin Trapp,False,0.0
2022-11-23,Germany,Julian Brandt,False,0.0
2022-11-23,Germany,Thomas Müller,True,66.61666666666666
2022-11-23,Germany,Manuel Neuer,True,90.0
2022-11-23,Germany,Joshua Kimmich,True,90.0
2022-11-23,Germany,Niklas Süle,True,90.0
2022-11-23,Germany,Leon Goretzka,False,22.91666666666667
2022-11-23,Germany,Mario Götze,False,11.783333333333331
2022-11-23,Germany,Serge Gnabry,True,89.01666666666667
2022-11-23,Germany,Lukas Klostermann,False,0.0
2022-11-23,Germany,Thilo Kehrer,False,0.0
2022-11-23,Germany,Niclas Füllkrug,False,11.766666666666666
2022-11-23,Germany,Jonas Hofmann,False,23.38333333333334
2022-11-23,Germany,Matthias Ginter,False,0.0
2022-11-23,Germany,Christian Günter,False,0.0
2022-11-23,Germany,Kai Havertz,True,78.23333333333333
2022-11-23,Germany,İlkay Gündoğan,True,67.08333333333333
2022-11-23,Germany,David Raum,True,90.0
2022-11-23,Germany,Marc-André ter Stegen,False,0.0
2022-11-23,Germany,Nico Schlotterbeck,True,90.0
2022-11-23,Germany,Armel Bella-Kotchap,False,0.0
2022-11-23,Germany,Karim-David Adeyemi,False,0.0
2022-11-23,Germany,Youssoufa Moukoko,False,0.9833333333333343
2022-11-23,Germany,Jamal Musiala,True,78.21666666666667
2022-11-23,Japan,Eiji Kawashima,False,0.0
2022-11-23,Japan,Maya Yoshida,True,90.0
2022-11-23,Japan,Hiroki Sakai,True,73.88333333333334
2022-11-23,Japan,Yuto Nagatomo,True,56.55
2022-11-23,Japan,Gaku Shibasaki,False,0.0
2022-11-23,Japan,Ritsu Doan,False,19.36666666666666
2022-11-23,Japan,Takumi Minamino,False,16.11666666666666
2022-11-23,Japan,Takuma Asano,False,33.35
2022-11-23,Japan,Daichi Kamada,True,90.0
2022-11-23,Japan,Junya Ito,True,90.0
2022-11-23,Japan,Wataru Endo,True,90.0
2022-11-23,Japan,Takehiro Tomiyasu,False,45.0
2022-11-23,Japan,Shūichi Gonda,True,90.0
2022-11-23,Japan,Daniel Schmidt,False,0.0
2022-11-23,Japan,Ko Itakura,True,90.0
2022-11-23,Japan,Daizen Maeda,True,56.65
2022-11-23,Japan,Takefusa Kubo,True,45.0
2022-11-23,Japan,Yuki Soma,False,0.0
2022-11-23,Japan,Ao Tanaka,True,70.63333333333334
2022-11-23,Japan,Miki Yamane,False,0.0
2022-11-23,Japan,Kaoru Mitoma,False,33.45
2022-11-23,Japan,Shogo Taniguchi,False,0.0
2022-11-23,Japan,Hidemasa Morita,False,0.0
2022-11-23,Japan,Ayase Ueda,False,0.0
2022-11-23,Japan,Hiroki Ito,False,0.0
2022-11-23,Japan,Shuto Machino,False,0.0
2022-11-22,Denmark,Christian Dannemann Eriksen,True,90.0
2022-11-22,Denmark,Pierre-Emile Højbjerg,True,90.0
2022-11-22,Denmark,Kasper Schmeichel,True,90.0
2022-11-22,Denmark,Andreas Christensen,True,90.0
2022-11-22,Denmark,Martin Braithwaite Christensen,False,0.0
2022-11-22,Denmark,Jens Stryger Larsen,False,0.0
2022-11-22,Denmark,Thomas Delaney,True,45.53333333333333
2022-11-22,Denmark,Simon Thorup Kjær,True,63.983333333333334
2022-11-22,Denmark,Yussuf Yurary Poulsen,False,0.0
2022-11-22,Denmark,Andreas Evald Cornelius,False,25.53333333333333
2022-11-22,Denmark,Kasper Dolberg,True,64.46666666666667
2022-11-22,Denmark,Daniel Wass,False,0.0
2022-11-22,Denmark,Christian Nørgaard,False,0.0
2022-11-22,Denmark,Joachim Andersen,True,90.0
2022-11-22,Denmark,Frederik Rønnow,False,0.0
2022-11-22,Denmark,Rasmus Nissen Kristensen,True,90.0
2022-11-22,Denmark,Robert Skov,False,0.0
2022-11-22,Denmark,Joakim Mæhle,True,90.0
2022-11-22,Denmark,Andreas Skov Olsen,True,64.46666666666667
2022-11-22,Denmark,Victor Nelsson,False,0.0
2022-11-22,Denmark,Mathias Jensen,False,26.016666666666666
2022-11-22,Denmark,Jonas Older Wind,False,0.0
2022-11-22,Denmark,Mikkel Damsgaard,False,44.46666666666667
2022-11-22,Denmark,Alexander Hartmann Bah,False,0.0
2022-11-22,Denmark,Oliver Christensen,False,0.0
2022-11-22,Denmark,Jesper Lindstrøm,False,25.53333333333333
2022-11-22,Tunisia,Wahbi Khazri,False,0.0
2022-11-22,Tunisia,Naïm Sliti,False,23.28333333333333
2022-11-22,Tunisia,Ellyes Joris Skhiri,True,90.0
2022-11-22,Tunisia,Ali Maâloul,False,0.0
2022-11-22,Tunisia,Ferjani Sassi,False,2.2333333333333343
2022-11-22,Tunisia,Yassine Meriah,True,90.0
2022-11-22,Tunisia,Mouez Hassen,False,0.0
2022-11-22,Tunisia,Dylan Daniel Mahmoud Bronn,True,90.0
2022-11-22,Tunisia,Aymen Mathlouthi,False,0.0
2022-11-22,Tunisia,Ghilane Chalali,False,0.0
2022-11-22,Tunisia,Mohamed Dräger,True,87.28333333333333
2022-11-22,Tunisia,Issam Jebali,True,80.01666666666667
2022-11-22,Tunisia,Youssef Msakni,True,79.78333333333333
2022-11-22,Tunisia,Nader Ghandri,False,0.0
2022-11-22,Tunisia,Ali Abdi,True,90.0
2022-11-22,Tunisia,Montassar Omar Talbi,True,90.0
2022-11-22,Tunisia,Anis Ben Slimane,True,66.71666666666667
2022-11-22,Tunisia,Aïssa Bilal Laïdouni,True,87.76666666666667
2022-11-22,Tunisia,Hannibal Mejbri,False,10.216666666666669
2022-11-22,Tunisia,Seifeddine Jaziri,False,0.0
2022-11-22,Tunisia,Mohamed Ali Ben Romdhane,False,0.0
2022-11-22,Tunisia,Aymen Dahmen,True,90.0
2022-11-22,Tunisia,Wajdi Kechrida,False,2.7166666666666686
2022-11-22,Tunisia,Taha Yassine Khenissi,False,9.983333333333334
2022-11-22,Tunisia,Bechir Ben Said,False,0.0
2022-11-22,Tunisia,Bilel Ifa,False,0.0
2022-11-22,Poland,Kamil Glik,True,89.31666666666666
2022-11-22,Poland,Grzegorz Krychowiak,True,90.0
2022-11-22,Poland,Jan Bednarek,False,0.0
2022-11-22,Poland,Sebastian Szymański,True,71.16666666666667
2022-11-22,Poland,Robert Gumny,False,0.0
2022-11-22,Poland,Artur Jędrzejczyk,False,0.0
2022-11-22,Poland,Matty Cash,True,90.0
2022-11-22,Poland,Piotr Zieliński,True,87.0
2022-11-22,Poland,Arkadiusz Milik,False,3.0
2022-11-22,Poland,Kamil Grosicki,False,0.0
2022-11-22,Poland,Robert Lewandowski,True,90.0
2022-11-22,Poland,Wojciech Szczęsny,True,90.0
2022-11-22,Poland,Bartosz Bereszyński,True,90.0
2022-11-22,Poland,Przemysław Frankowski,False,18.83333333333333
2022-11-22,Poland,Szymon Żurkowski,False,0.0
2022-11-22,Poland,Mateusz Wieteska,False,0.0
2022-11-22,Poland,Damian Szymański,False,0.0
2022-11-22,Poland,Karol Świderski,False,0.0
2022-11-22,Poland,Łukasz Skorupski,False,0.0
2022-11-22,Poland,Krystian Bielik,False,45.0
2022-11-22,Poland,Krzysztof Piątek,False,0.0
2022-11-22,Poland,Kamil Grabara,False,0.0
2022-11-22,Poland,Michał Skóraś,False,0.0
2022-11-22,Poland,Jakub Kamiński,True,90.0
2022-11-22,Poland,Jakub Piotr Kiwior,True,90.0
2022-11-22,Poland,Nicola Zalewski,True,45.0
2022-11-22,Mexico,José Andrés Guardado Hernández,False,0.0
2022-11-22,Mexico,Edson Omar Álvarez Velázquez,True,90.0
2022-11-22,Mexico,Raúl Alonso Jiménez Rodríguez,False,19.700000000000003
2022-11-22,Mexico,Hirving Rodrigo Lozano Bahena,True,90.0
2022-11-22,Mexico,Héctor Alfredo Moreno Herrera,True,90.0
2022-11-22,Mexico,Héctor Miguel Herrera López,True,70.25
2022-11-22,Mexico,Jesús Daniel Gallardo Vasconcelos,True,90.0
2022-11-22,Mexico,Francisco Guillermo Ochoa Magaña,True,90.0
2022-11-22,Mexico,Néstor Alejandro Araújo Razo,False,0.0
2022-11-22,Mexico,Carlos Uriel Antuna Romero,False,6.200000000000003
2022-11-22,Mexico,Érick Gabriel Gutiérrez Galaviz,False,0.0
2022-11-22,Mexico,Orbelín Pineda Alvarado,False,0.0
2022-11-22,Mexico,Carlos Alberto Rodríguez Gómez,False,19.75
2022-11-22,Mexico,Ernesto Alexis Vega Rojas,True,83.8
2022-11-22,Mexico,Rogelio Gabriel Funes Mori,False,0.0
2022-11-22,Mexico,Johan Felipe Vásquez Ibarra,False,0.0
2022-11-22,Mexico,César Jasib Montes Castro,True,89.73333333333332
2022-11-22,Mexico,Roberto Carlos Alvarado Hernández,False,0.0
2022-11-22,Mexico,Luis Francisco Romo Barrón,False,0.0
2022-11-22,Mexico,Alfredo Talavera Díaz,False,0.0
2022-11-22,Mexico,Henry Josué Martín Mex,True,70.3
2022-11-22,Mexico,Jorge Eduardo Sánchez Ramos,True,90.0
2022-11-22,Mexico,Gerardo Daniel Arteaga Zamora,False,0.0
2022-11-22,Mexico,Rodolfo Cota Robles,False,0.0
2022-11-22,Mexico,Luis Gerardo Chávez Magallón,True,90.0
2022-11-22,Mexico,Kevin Nahin Álvarez Campos,False,0.0
2022-11-25,Senegal,Ismaïla Sarr,True,73.95
2022-11-25,Senegal,Youssouf Sabaly,True,90.0
2022-11-25,Senegal,Idrissa Gana Gueye,True,90.0
2022-11-25,Senegal,Fodé Ballo Touré,False,0.0
2022-11-25,Senegal,Cheikhou Kouyaté,False,0.0
2022-11-25,Senegal,Nampalys Mendy,True,76.96666666666667
2022-11-25,Senegal,Kalidou Koulibaly,True,90.0
2022-11-25,Senegal,Edouard Mendy,True,90.0
2022-11-25,Senegal,Abdou Diallo,True,90.0
2022-11-25,Senegal,Alfred Benjamin Gomis,False,0.0
2022-11-25,Senegal,Mamadou Loum N'Diaye,False,0.0
2022-11-25,Senegal,Famara Diedhiou,True,73.78333333333333
2022-11-25,Senegal,Pape Abou Cissé,False,13.049999999999997
2022-11-25,Senegal,Timothy Dieng,False,0.0
2022-11-25,Senegal,Boulaye Dia,True,90.0
2022-11-25,Senegal,Krépin Diatta,True,63.71666666666667
2022-11-25,Senegal,Pape Gueye,False,0.0
2022-11-25,Senegal,Pathé Ismaël Ciss,False,26.28333333333333
2022-11-25,Senegal,Ismail Jakobs,True,76.95
2022-11-25,Senegal,Moustapha Name,False,0.0
2022-11-25,Senegal,Formose Mendy,False,0.0
2022-11-25,Senegal,Nicolas Jackson,False,0.0
2022-11-25,Senegal,Pape Matar Sarr,False,13.033333333333331
2022-11-25,Senegal,Iliman Ndiaye,False,16.049999999999997
2022-11-25,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,False,16.21666666666667
2022-11-25,Senegal,Moussa N''Diaye,False,0.0
2022-11-25,Qatar,Akram Hassan Afif,True,90.0
2022-11-25,Qatar,Hassan Khalid Al Heidos,True,74.28333333333333
2022-11-25,Qatar,Ahmed Alaa Eldin Abdelmotaal,False,0.0
2022-11-25,Qatar,Karim Boudiaf,True,68.31666666666666
2022-11-25,Qatar,Boualem Khoukhi,True,90.0
2022-11-25,Qatar,Abdelkarim Hassan Al Haj Fadlalla,True,90.0
2022-11-25,Qatar,Almoez Ali Zainalabiddin Abdulla,True,90.0
2022-11-25,Qatar,Saad Abdullah Al Sheeb,False,0.0
2022-11-25,Qatar,Assim Omer Al Haj Madibo,True,90.0
2022-11-25,Qatar,Tarek Salman Salman,False,7.86666666666666
2022-11-25,Qatar,Pedro Miguel Correia,True,81.66666666666667
2022-11-25,Qatar,Meshaal Aissa Barsham,True,90.0
2022-11-25,Qatar,Mosaab Khoder Jibril,False,0.0
2022-11-25,Qatar,Abdulaziz Hatem Mohammed Abdullah,False,21.683333333333337
2022-11-25,Qatar,Salem Ali Al Hajri,False,0.0
2022-11-25,Qatar,Ismaeel Mohammad Mohammad,True,90.0
2022-11-25,Qatar,Homam Alamin Ahmed,True,82.13333333333334
2022-11-25,Qatar,Mohammed Muntari,False,15.716666666666669
2022-11-25,Qatar,Mohammed Waed Abdulwahhab Al Bayati,False,7.766666666666666
2022-11-25,Qatar,Jassem Gaber Abdulsallam,False,0.0
2022-11-25,Qatar,Yousef Hassan Mohamed Ali,False,0.0
2022-11-25,Qatar,Khalid Muneer Mazeed,False,0.0
2022-11-25,Qatar,Ali Assadalla Thaimn Qambar,False,0.0
2022-11-25,Qatar,Mostafa Taerk Mashaal,False,0.0
2022-11-25,Qatar,Naif Abdulraheem Al Hadhrami,False,0.0
2022-11-23,Belgium,Youri Tielemans,True,45.0
2022-11-23,Belgium,Jan Vertonghen,True,90.0
2022-11-23,Belgium,Kevin De Bruyne,True,90.0
2022-11-23,Belgium,Thomas Meunier,False,45.0
2022-11-23,Belgium,Romelu Lukaku Menama,False,0.0
2022-11-23,Belgium,Michy Batshuayi Tunga,True,77.88333333333334
2022-11-23,Belgium,Thibaut Courtois,True,90.0
2022-11-23,Belgium,Simon Mignolet,False,0.0
2022-11-23,Belgium,Eden Hazard,True,61.81666666666667
2022-11-23,Belgium,Dries Mertens,False,0.0
2022-11-23,Belgium,Thorgan Hazard,False,0.0
2022-11-23,Belgium,Yannick Ferreira Carrasco,True,45.0
2022-11-23,Belgium,Axel Witsel,True,90.0
2022-11-23,Belgium,Leander Dendoncker,True,90.0
2022-11-23,Belgium,Timothy Castagne,True,90.0
2022-11-23,Belgium,Koen Casteels,False,0.0
2022-11-23,Belgium,Wout Faes,False,0.0
2022-11-23,Belgium,Ikoma Loïs Openda,False,12.11666666666666
2022-11-23,Belgium,Hans Vanaken,False,0.0
2022-11-23,Belgium,Leandro Trossard,False,28.18333333333333
2022-11-23,Belgium,Toby Alderweireld,True,90.0
2022-11-23,Belgium,Jeremy Doku,False,0.0
2022-11-23,Belgium,Charles De Ketelaere,False,0.0
2022-11-23,Belgium,Arthur Theate,False,0.0
2022-11-23,Belgium,Amadou Onana,False,45.0
2022-11-23,Belgium,Zeno Debast,False,0.0
2022-11-23,Canada,Ike Ugbo,False,0.0
2022-11-23,Canada,David Wallace Wotherspoon,False,0.0
2022-11-23,Canada,David Junior Hoilett,True,57.4
2022-11-23,Canada,Stephen Antunes Eustáquio,True,80.35
2022-11-23,Canada,Steven de Sousa Vitoria,True,90.0
2022-11-23,Canada,Alphonso Davies,True,90.0
2022-11-23,Canada,Jonathan Osorio,False,9.650000000000006
2022-11-23,Canada,Samuel Piette,False,0.0
2022-11-23,Canada,Liam Fraser,False,0.0
2022-11-23,Canada,Milan Borjan,True,90.0
2022-11-23,Canada,Richie Laryea,True,73.2
2022-11-23,Canada,Mark Anthony Kaye,False,0.0
2022-11-23,Canada,Cyle Larin,False,32.6
2022-11-23,Canada,Liam Millar,False,9.833333333333329
2022-11-23,Canada,Jonathan David,True,90.0
2022-11-23,Canada,Derek Cornelius,False,0.0
2022-11-23,Canada,Kamal Miller,True,90.0
2022-11-23,Canada,Tajon Buchanan,True,80.16666666666667
2022-11-23,Canada,Lucas Daniel Cavallini,False,0.0
2022-11-23,Canada,Sam Adekugbe,False,16.799999999999997
2022-11-23,Canada,Atiba Hutchinson,True,57.68333333333333
2022-11-23,Canada,Joel Waterman,False,0.0
2022-11-23,Canada,Dayne Tristan St. Clair,False,0.0
2022-11-23,Canada,Alistair Johnston,True,90.0
2022-11-23,Canada,James Pantemis,False,0.0
2022-11-23,Canada,Ismael Koné,False,32.31666666666667
2022-11-28,Brazil,Danilo Luiz da Silva,False,0.0
2022-11-28,Brazil,Ederson Santana de Moraes,False,0.0
2022-11-28,Brazil,Gabriel Fernando de Jesus,False,17.33333333333333
2022-11-28,Brazil,Fábio Henrique Tavares,False,0.0
2022-11-28,Brazil,Richarlison de Andrade,True,72.66666666666667
2022-11-28,Brazil,Thiago Emiliano da Silva,True,90.0
2022-11-28,Brazil,Daniel Alves da Silva,False,0.0
2022-11-28,Brazil,Marcos Aoás Corrêa,True,90.0
2022-11-28,Brazil,Carlos Henrique Casimiro,True,90.0
2022-11-28,Brazil,Alisson Ramsés Becker,True,90.0
2022-11-28,Brazil,Alex Sandro Lobo Silva,True,85.36666666666666
2022-11-28,Brazil,Frederico Rodrigues Santos,True,57.666666666666664
2022-11-28,Brazil,Raphael Dias Belloli,True,72.98333333333333
2022-11-28,Brazil,Alex Nicolao Telles,False,4.63333333333334
2022-11-28,Brazil,Gleison Bremer Silva Nascimento,False,0.0
2022-11-28,Brazil,Éder Gabriel Militão,True,90.0
2022-11-28,Brazil,Vinícius José Paixão de Oliveira Júnior,True,90.0
2022-11-28,Brazil,Lucas Tolentino Coelho de Lima,True,45.0
2022-11-28,Brazil,Weverton Pereira da Silva,False,0.0
2022-11-28,Brazil,Rodrygo Silva de Goes,False,45.0
2022-11-28,Brazil,Bruno Guimarães Rodriguez Moura,False,32.333333333333336
2022-11-28,Brazil,Éverton Augusto de Barros Ribeiro,False,0.0
2022-11-28,Brazil,Pedro Guilherme Abreu dos Santos,False,0.0
2022-11-28,Brazil,Antony Matheus dos Santos,False,17.016666666666666
2022-11-28,Brazil,Gabriel Teodoro Martinelli Silva,False,0.0
2022-11-28,Switzerland,Granit Xhaka,True,90.0
2022-11-28,Switzerland,Xherdan Shaqiri,False,0.0
