team,player,position,rating,club_minutes_90d,national_caps,available
Equatorial Guinea,Manuel Mbara Sapunga,,66.34615384615384,,4,True
Equatorial Guinea,José Nabil Onva Adjugu,,61.53846153846154,,3,True
Equatorial Guinea,Marvin José Anieboh Pallaruelo,,59.61538461538461,,3,True
Equatorial Guinea,Noé Ela Mangue,,57.69230769230769,,3,True
Equatorial Guinea,Néstor Senra Pérez,,55.76923076923077,,3,True
Equatorial Guinea,Federico Nsue Nguema,,53.84615384615385,,1,True
Equatorial Guinea,Salomón Asumo Obama Ondo,,51.92307692307692,,1,True
Finland,Robin Lod,,100.0,,3,True
Finland,Daniel O''Shaughnessy,,95.0,,3,True
Finland,Glen Kamara,,95.0,,3,True
Finland,Lukáš Hrádecký,,95.0,,3,True
Finland,Paulus Arajuuri,,95.0,,3,True
Finland,Joona Toivio,,90.0,,3,True
Finland,Jukka Raitala,,88.0,,3,True
Finland,Jere Juhani Uronen,,86.0,,3,True
Finland,Joel Pohjanpalo,,84.0,,3,True
Finland,Teemu Pukki,,82.0,,3,True
Finland,Tim Sparv,,80.0,,3,True
Finland,Rasmus Schüller,,78.0,,3,True
Finland,Joni Ensio Kauko,,76.0,,3,True
Finland,Pyry Henri Hidipo Soiri,,74.0,,3,True
Finland,Marcus Forss,,72.0,,3,True
Finland,Fredrik Jensen,,70.0,,3,True
Finland,Leo Onni Artturi Väisänen,,68.0,,3,True
Finland,Anssi Jaakkola,,64.0,,3,True
Finland,Jesse Joronen,,64.0,,3,True
Finland,Robert Ivanov,,64.0,,3,True
Finland,Nikolai Alho,,60.0,,2,True
Finland,Lassi Lappalainen,,58.0,,2,True
Finland,Onni Johannes Simonpoika Valakari,,56.0,,2,True
Finland,Robert Taylor,,54.0,,2,True
Finland,Nicholas Hamalainen,,52.0,,1,True
France,Kylian Mbappé Lottin,,100.0,,24,True
France,Jules Koundé,,99.0566037735849,,16,True
France,Theo Bernard François Hernández,,98.11320754716982,,13,True
France,Dayotchanculle Upamecano,,97.16981132075472,,13,True
France,Aurélien Djani Tchouaméni,,96.22641509433961,,13,True
France,Antoine Griezmann,,95.28301886792454,,24,True
France,Adrien Rabiot,,94.33962264150944,,15,True
France,William Saliba,,93.39622641509433,,13,True
France,Ousmane Dembélé,,92.45283018867924,,22,True
France,N'Golo Kanté,,91.50943396226415,,15,True
France,Mike Maignan,,90.56603773584905,,10,True
France,Marcus Thuram,,89.62264150943396,,15,True
France,Randal Kolo Muani,,88.67924528301887,,13,True
France,Olivier Giroud,,87.73584905660377,,24,True
France,Eduardo Camavinga,,86.79245283018868,,13,True
France,Ibrahima Konaté,,85.84905660377359,,13,True
France,Benjamin Pavard,,84.90566037735849,,24,True
France,Raphaël Varane,,83.9622641509434,,18,True
France,Hugo Lloris,,83.01886792452831,,18,True
France,Youssouf Fofana,,82.0754716981132,,13,True
France,Kingsley Coman,,81.13207547169812,,16,True
France,Bradley Barcola,,80.18867924528303,,6,True
France,Alphonse Areola,,79.24528301886792,,20,True
France,Brice Samba,,76.88679245283019,,6,True
France,Ferland Mendy,,76.88679245283019,,6,True
France,Jonathan Clauss,,76.88679245283019,,6,True
France,Warren Zaire Emery,,76.88679245283019,,6,True
France,Steve Mandanda,,74.52830188679245,,18,True
France,Axel Disasi,,73.58490566037736,,7,True
France,Mattéo Guendouzi Olié,,72.64150943396227,,7,True
France,Jordan Veretout,,71.69811320754717,,7,True
France,Lucas Hernández Pi,,70.75471698113208,,12,True
France,Paul Pogba,,69.81132075471697,,11,True
France,Presnel Kimpembe,,68.86792452830188,,11,True
France,Karim Benzema,,67.9245283018868,,4,True
France,Corentin Tolisso,,66.98113207547169,,11,True
France,Clément Lenglet,,66.0377358490566,,4,True
France,Lucas Digne,,65.09433962264151,,3,True
France,Thomas Lemar,,64.15094339622641,,11,True
France,N''Golo Kanté,,63.20754716981132,,2,True
France,Samuel Yves Umtiti,,62.264150943396224,,7,True
France,Moussa Sissoko,,61.320754716981135,,3,True
France,Kurt Happy Zouma,,59.90566037735849,,3,True
France,Wissam Ben Yedder,,59.90566037735849,,3,True
France,Blaise Matuidi,,58.490566037735846,,6,True
France,Léo Dubois,,57.54716981132076,,2,True
France,Djibril Sidibé,,56.60377358490566,,7,True
France,Steven N'Kemboanza Mike Christopher Nzonzi,,55.660377358490564,,6,True
France,Nabil Fekir,,54.716981132075475,,7,True
France,Benjamin Mendy,,53.77358490566038,,7,True
France,Florian Thauvin,,52.83018867924528,,7,True
France,Adil Rami,,51.886792452830186,,7,True
France,Steven N''Kemboanza Mike Christopher Nzonzi,,50.943396226415096,,1,True
Gambia,Baboucarr Gaye,,98.07692307692308,,3,True
Gambia,James Gomez,,98.07692307692308,,3,True
Gambia,Musa Barrow,,98.07692307692308,,3,True
Gambia,Omar Colley,,94.23076923076923,,3,True
Gambia,Yankuba Minteh,,92.3076923076923,,3,True
Gambia,Jacob Mendy,,90.38461538461539,,3,True
Gambia,Saidy Janko,,88.46153846153847,,3,True
Gambia,Alasana Manneh,,86.53846153846153,,3,True
Gambia,Ali Sowe,,84.61538461538461,,3,True
Gambia,Ebrima Darboe,,82.6923076923077,,3,True
Gambia,Ablie Jallow,,80.76923076923077,,2,True
Gambia,Alieu Fadera,,78.84615384615384,,3,True
Gambia,Muhammed Sanneh,,76.92307692307692,,3,True
Gambia,Ibou Touray,,75.0,,3,True
Gambia,Noah Sonko-Sundberg,,73.07692307692308,,2,True
Gambia,Ebrima Colley,,71.15384615384616,,2,True
Gambia,Yusupha Bobb,,69.23076923076923,,2,True
Gambia,Ebou Adams,,67.3076923076923,,1,True
Gambia,Hamza Barry,,65.38461538461539,,3,True
Gambia,Muhammed Badamosi,,63.46153846153846,,3,True
Gambia,Bubacarr Sanneh,,61.53846153846154,,3,True
Gambia,Abdulia Sanyang,,59.61538461538461,,3,True
Gambia,Alagie Modou Jobe,,56.73076923076923,,3,True
Gambia,Dawda Ngum,,56.73076923076923,,3,True
Gambia,Assan Ceesay,,53.84615384615385,,2,True
Gambia,Sulayman Marreh,,51.92307692307692,,1,True
Georgia,Giorgi Mamardashvili,,98.07692307692308,,4,True
Georgia,Guram Kashia,,98.07692307692308,,4,True
Georgia,Lasha Dvali,,98.07692307692308,,4,True
Georgia,Otar Kakabadze,,94.23076923076923,,4,True
Georgia,Giorgi Kochorashvili,,92.3076923076923,,4,True
Georgia,Georges Mikautadze,,90.38461538461539,,4,True
Georgia,Khvicha Kvaratskhelia,,88.46153846153847,,4,True
Georgia,Giorgi Chakvetadze,,86.53846153846153,,4,True
Georgia,Heorhii Tsitaishvili,,84.61538461538461,,4,True
Georgia,Solomon Kverkvelia,,82.6923076923077,,4,True
Georgia,Luka Lochoshvili,,80.76923076923077,,4,True
Georgia,Giorgi Gvelesiani,,78.84615384615384,,4,True
Georgia,Otar Kiteishvili,,76.92307692307692,,4,True
Georgia,Anzor Mekvabishvili,,75.0,,3,True
Georgia,Zuriko Davitashvili,,73.07692307692308,,4,True
Georgia,Sandro Altunashvili,,71.15384615384616,,4,True
Georgia,Budu Zivzivadze,,69.23076923076923,,4,True
Georgia,Nika Kvekveskiri,,67.3076923076923,,4,True
Georgia,Saba Lobzhanidze,,65.38461538461539,,4,True
Georgia,Giorgi Kvilitaia,,63.46153846153846,,4,True
Georgia,Gabriel Sigua,,57.69230769230769,,4,True
Georgia,Giorgi Gocholeishvili,,57.69230769230769,,4,True
Georgia,Jemal Tabidze,,57.69230769230769,,4,True
Georgia,Levan Shengelia,,57.69230769230769,,4,True
Georgia,Luka Gugeshashvili,,57.69230769230769,,4,True
Georgia,Giorgi Loria,,51.92307692307692,,3,True
Germany,Joshua Kimmich,,100.0,,15,True
Germany,Manuel Neuer,,99.10714285714286,,15,True
Germany,Antonio Rüdiger,,98.21428571428572,,15,True
Germany,İlkay Gündoğan,,97.32142857142857,,15,True
Germany,Jamal Musiala,,96.42857142857143,,10,True
Germany,Kai Havertz,,95.53571428571428,,12,True
Germany,Toni Kroos,,94.64285714285714,,12,True
Germany,Robert Andrich,,93.75,,5,True
Germany,Jonathan Tah,,92.85714285714286,,4,True
Germany,David Raum,,91.96428571428572,,8,True
Germany,Leroy Sané,,91.07142857142857,,12,True
Germany,Maximilian Mittelstädt,,90.17857142857143,,5,True
Germany,Florian Wirtz,,89.28571428571428,,5,True
Germany,Thomas Müller,,88.39285714285714,,15,True
Germany,Nico Schlotterbeck,,87.5,,8,True
Germany,Emre Can,,86.60714285714286,,9,True
Germany,Niclas Füllkrug,,85.71428571428572,,8,True
Germany,Marc-André ter Stegen,,84.82142857142857,,11,True
Germany,Serge Gnabry,,83.92857142857143,,7,True
Germany,Pascal Groß,,83.03571428571428,,5,True
Germany,Robin Koch,,82.14285714285714,,9,True
Germany,Maximilian Beier,,81.25,,5,True
Germany,Chris Führich,,80.35714285714286,,5,True
Germany,Benjamin Henrichs,,79.46428571428572,,5,True
Germany,Deniz Undav,,78.57142857142857,,5,True
Germany,Waldemar Anton,,77.67857142857143,,5,True
Germany,Oliver Baumann,,76.78571428571428,,5,True
Germany,Niklas Süle,,75.89285714285714,,10,True
Germany,Leon Goretzka,,75.0,,9,True
Germany,Matthias Ginter,,74.10714285714286,,10,True
Germany,Mats Hummels,,73.21428571428572,,7,True
Germany,Robin Gosens,,72.32142857142857,,4,True
Germany,Thilo Kehrer,,71.42857142857143,,3,True
Germany,Kevin Trapp,,70.53571428571428,,10,True
Germany,Lukas Klostermann,,69.64285714285714,,4,True
Germany,Christian Günter,,68.75,,5,True
Germany,Mario Götze,,67.85714285714286,,3,True
Germany,Jonas Hofmann,,66.96428571428572,,3,True
Germany,Timo Werner,,66.07142857142857,,7,True
Germany,Julian Brandt,,65.17857142857143,,6,True
Germany,Youssoufa Moukoko,,64.28571428571428,,3,True
Germany,Armel Bella-Kotchap,,62.94642857142857,,3,True
Germany,Karim-David Adeyemi,,62.94642857142857,,3,True
Germany,Marcel Halstenberg,,61.60714285714286,,4,True
Germany,Kevin Volland,,60.714285714285715,,4,True
Germany,Bernd Leno,,59.375,,4,True
Germany,Florian Neuhaus,,59.375,,4,True
Germany,Marco Reus,,58.035714285714285,,3,True
Germany,Mesut Özil,,57.14285714285714,,3,True
Germany,Julian Draxler,,56.25,,3,True
Germany,Sami Khedira,,55.357142857142854,,3,True
Germany,Jérôme Boateng,,54.464285714285715,,2,True
Germany,Jonas Hector,,53.57142857142857,,2,True
Germany,Marvin Plattenhardt,,52.67857142857143,,3,True
Germany,Sebastian Rudy,,51.785714285714285,,3,True
Germany,Mario Gómez García,,50.892857142857146,,3,True
Ghana,Mohamed Salisu,,100.0,,6,True
Ghana,Jordan Ayew,,98.61111111111111,,6,True
Ghana,Alexander Djiku,,97.22222222222223,,6,True
Ghana,Gideon Mensah,,95.83333333333333,,6,True
Ghana,Salis Abdul Samed,,94.44444444444444,,6,True
Ghana,Mohammed Kudus,,93.05555555555556,,5,True
Ghana,Denis Odoi,,91.66666666666667,,6,True
Ghana,Antoine Semenyo,,90.27777777777777,,6,True
Ghana,Richard Ofori Antwi,,88.88888888888889,,3,True
Ghana,Iñaki Williams Arthuer,,87.5,,6,True
Ghana,Majeed Ashimeru,,86.11111111111111,,3,True
Ghana,André Ayew Pelé,,84.72222222222223,,6,True
Ghana,Daniel Amartey,,83.33333333333333,,6,True
Ghana,Lawrence Ati-Zigi,,81.94444444444444,,6,True
Ghana,Joseph Paintsil,,80.55555555555556,,3,True
Ghana,Alidu Seidu,,79.16666666666667,,6,True
Ghana,Iddrisu Baba Mohammed,,77.77777777777777,,3,True
Ghana,Thomas Teye Partey,,76.38888888888889,,3,True
Ghana,Osman Bukari,,75.0,,6,True
Ghana,Elisha Owusu,,73.61111111111111,,6,True
Ghana,Abdul Rahman Baba,,72.22222222222223,,3,True
Ghana,Ransford Königsdörffer,,70.83333333333334,,1,True
Ghana,Ernest Appiah Nuamah,,69.44444444444444,,3,True
Ghana,Jojo Wollacott,,67.36111111111111,,3,True
Ghana,Jonathan Sowah,,67.36111111111111,,3,True
Ghana,Tariq Lamptey,,65.27777777777777,,3,True
Ghana,Nicholas Opoku,,63.888888888888886,,2,True
Ghana,Kamaldeen Sulemana,,62.5,,3,True
Ghana,Daniel-Kofi Kyereh,,61.111111111111114,,3,True
Ghana,Abdul Fatawu Issahaku,,59.72222222222222,,3,True
Ghana,Abdul Manaf Nurudeen,,55.55555555555556,,3,True
Ghana,Daniel Afriyie Barnieh,,55.55555555555556,,3,True
Ghana,Ibrahim Danlad,,55.55555555555556,,3,True
Ghana,Joseph Aidoo,,55.55555555555556,,3,True
Ghana,Kamal Sowah,,55.55555555555556,,3,True
Ghana,Hamidu Abdul Fatawu,,51.388888888888886,,1,True
Guinea,Ibrahim Kone,,100.0,,5,True
Guinea,Aguibou Camara,,98.0,,5,True
Guinea,Mohamed Bayo,,96.0,,5,True
Guinea,Issiaga Sylla,,94.0,,5,True
Guinea,Mouctar Diakhaby,,92.0,,5,True
Guinea,Sekou Oumar Sylla,,90.0,,5,True
Guinea,Julian Jeanvier,,88.0,,4,True
Guinea,Morgan Guilavogui,,86.0,,5,True
Guinea,Ibrahim Diakité,,84.0,,5,True
Guinea,Amadou Diawara,,82.0,,4,True
Guinea,Moriba Kourouma Kourouma,,80.0,,3,True
Guinea,Naby Deco Keïta,,78.0,,5,True
Guinea,Mory Konaté,,76.0,,5,True
Guinea,Antoine Conte,,74.0,,5,True
Guinea,Saidou Sow,,72.0,,5,True
Guinea,Mohamed Aly Camara,,70.0,,5,True
Guinea,Facinet Conte,,68.0,,4,True
Guinea,Serhou Guirassy,,66.0,,4,True
Guinea,François Kamano,,64.0,,3,True
Guinea,Abdoulaye Touré,,62.0,,2,True
Guinea,Seydouba Cisse,,60.0,,5,True
Guinea,Karim Cissé,,58.0,,5,True
Guinea,José Kanté Martínez,,56.0,,5,True
Guinea,Moussa Camara,,54.0,,5,True
Guinea,Aly Keita,,52.0,,3,True
Guinea-Bissau,Janio Bikel Figueiredo Silva,,100.0,,3,True
Guinea-Bissau,Fali Candé,,98.0,,3,True
Guinea-Bissau,Jefferson Anilson Silva Encada,,94.0,,3,True
Guinea-Bissau,Marcelo Amado Djaló Taritolay,,94.0,,3,True
Guinea-Bissau,Ouparine Djoco,,94.0,,3,True
Guinea-Bissau,Alfa Semedo Esteves,,90.0,,3,True
Guinea-Bissau,Mauro Daniel Rodrigues Teixeira,,88.0,,3,True
Guinea-Bissau,Moreto Moro Cassamã,,86.0,,3,True
Guinea-Bissau,Opa Sangante,,84.0,,2,True
Guinea-Bissau,Mama Samba Baldé,,82.0,,2,True
Guinea-Bissau,Franculino Gluda Djú,,80.0,,3,True
Guinea-Bissau,Euciodálcio Gomes,,78.0,,3,True
Guinea-Bissau,Carlos Mendes Gomes,,76.0,,3,True
Guinea-Bissau,Edgar Miguel Ié,,71.0,,3,True
Guinea-Bissau,Fernando de Lacerda Gomes,,71.0,,3,True
Guinea-Bissau,Houboulang Mendes,,71.0,,3,True
Guinea-Bissau,Jonas Asvedo Mendes,,71.0,,3,True
Guinea-Bissau,Manconi Soriano Mané,,66.0,,3,True
Guinea-Bissau,Eulânio Ângelo Chipela Gomes,,64.0,,3,True
Guinea-Bissau,Zinho Gano,,62.0,,3,True
Guinea-Bissau,Famana Quizera,,60.0,,2,True
Guinea-Bissau,Carlos Manuel Cardoso Mané,,58.0,,2,True
Guinea-Bissau,Marciano Sanca Tchami,,56.0,,3,True
Guinea-Bissau,José Correia,,54.0,,3,True
Guinea-Bissau,Fernando Embadje,,52.0,,1,True
Hungary,Péter Gulácsi,,99.32432432432432,,6,True
Hungary,Willi Orban,,99.32432432432432,,6,True
Hungary,András Schäfer,,97.29729729729729,,6,True
Hungary,Roland Sallai,,95.94594594594595,,6,True
Hungary,Dominik Szoboszlai,,94.5945945945946,,3,True
Hungary,Barnabás Varga,,93.24324324324324,,3,True
Hungary,Milos Kerkez,,91.8918918918919,,3,True
Hungary,Attila Fiola,,90.54054054054055,,6,True
Hungary,Ádám Nagy,,89.1891891891892,,6,True
Hungary,Bendegúz Bolla,,87.83783783783784,,5,True
Hungary,Márton Dárdai,,86.48648648648648,,3,True
Hungary,Attila Szalai,,85.13513513513513,,6,True
Hungary,Endre Botka,,83.78378378378378,,6,True
Hungary,Ádám Lang,,82.43243243243244,,6,True
Hungary,Callum Styles,,81.08108108108108,,3,True
Hungary,László Kleinheisler,,79.72972972972973,,6,True
Hungary,Loïc Négo,,78.37837837837839,,6,True
Hungary,Martin Ádám,,77.02702702702703,,3,True
Hungary,Dénes Dibusz,,75.67567567567568,,6,True
Hungary,Zsolt Nagy,,74.32432432432432,,3,True
Hungary,Kevin Csoboth,,72.97297297297297,,3,True
Hungary,Dániel Gazdag,,71.62162162162161,,3,True
Hungary,Botond Balogh,,68.24324324324324,,3,True
Hungary,Krisztofer Horváth,,68.24324324324324,,3,True
Hungary,Mihály Kata,,68.24324324324324,,3,True
Hungary,Péter Szappanos,,68.24324324324324,,3,True
Hungary,Ádám Szalai,,64.86486486486487,,3,True
Hungary,Gergő Lovrencsics,,63.513513513513516,,3,True
Hungary,Nemanja Nikolić,,62.16216216216216,,3,True
Hungary,Szabolcs Schön,,60.81081081081081,,3,True
Hungary,Kevin Varga,,59.45945945945946,,3,True
Hungary,David Siger,,58.10810810810811,,3,True
Hungary,Roland Varga,,56.75675675675676,,3,True
Hungary,Ádám Bogdán,,54.729729729729726,,3,True
Hungary,Ákos Kecskés,,54.729729729729726,,3,True
Hungary,Tamás Cseri,,52.7027027027027,,2,True
Hungary,Filip Holender,,51.351351351351354,,2,True
Iceland,Birkir Már Sævarsson,,96.73913043478261,,3,True
Iceland,Gylfi Þór Sigurðsson,,96.73913043478261,,3,True
Iceland,Hannes Þór Halldórsson,,96.73913043478261,,3,True
Iceland,Hörður Björgvin Magnússon,,96.73913043478261,,3,True
Iceland,Birkir Bjarnason,,91.30434782608695,,3,True
Iceland,Alfreð Finnbogason,,89.13043478260869,,3,True
Iceland,Aron Einar Gunnarsson,,86.95652173913044,,3,True
Iceland,Ragnar Sigurðsson,,84.78260869565217,,3,True
Iceland,Emil Hallfreðsson,,82.6086956521739,,3,True
Iceland,Kári Árnason,,80.43478260869566,,3,True
Iceland,Johann Berg Guðmunds­son,,78.26086956521739,,3,True
Iceland,Sverrir Ingi Ingason,,76.08695652173913,,3,True
Iceland,Rúrik Gíslason,,73.91304347826087,,3,True
Iceland,Jón Daði Böðvarsson,,71.73913043478261,,3,True
Iceland,Björn Bergmann Sigurðarson,,69.56521739130434,,3,True
Iceland,Ari Freyr Skúlason,,67.3913043478261,,3,True
Iceland,Albert Gudmundsson,,65.21739130434783,,3,True
Iceland,Arnór Ingvi Traustason,,63.04347826086956,,3,True
Iceland,Frederik August Albrecht Schram,,56.52173913043478,,3,True
Iceland,Hólmar Örn Eyjólfsson,,56.52173913043478,,3,True
Iceland,Rúnar Alex Rúnarsson,,56.52173913043478,,3,True
Iceland,Samúel Kári Friðjónsson,,56.52173913043478,,3,True
Iceland,Ólafur Ingi Skúlason,,56.52173913043478,,3,True
Iran,Morteza Pouraliganji,,100.0,,6,True
Iran,Mehdi Taremi,,98.4375,,6,True
Iran,Seyed Majid Hosseini,,96.875,,6,True
Iran,Ehsan Hajsafi,,95.3125,,6,True
Iran,Ahmad Nourollahi,,93.75,,3,True
Iran,Milad Mohammadi,,92.1875,,6,True
Iran,Saeid Ezatolahi Afagh,,90.625,,5,True
Iran,Ramin Rezaeian,,89.0625,,6,True
Iran,Sardar Azmoun,,87.5,,6,True
Iran,Ali Gholizadeh,,85.9375,,3,True
Iran,Alireza Safar Beiranvand,,84.375,,6,True
Iran,Seyed Hossein Hosseini,,82.8125,,3,True
Iran,Ali Karimi,,81.25,,3,True
Iran,Sadegh Moharrami,,79.6875,,3,True
Iran,Roozbeh Cheshmi,,78.125,,4,True
Iran,Alireza Jahanbakhsh,,76.5625,,5,True
Iran,Mehdi Torabi,,75.0,,6,True
Iran,Karim Ansarifard,,73.4375,,6,True
Iran,Saman Ghoddos,,71.875,,6,True
Iran,Mohammad Hossein Kanani Zadegan,,70.3125,,3,True
Iran,Vahid Amiri,,68.75,,6,True
Iran,Abolfazl Jalali,,67.1875,,3,True
Iran,Amir Abedzadeh,,65.625,,6,True
Iran,Payam Niazmand,,63.28125,,3,True
Iran,Shoja Khalilzadeh,,63.28125,,3,True
Iran,Omid Ebrahimi,,60.9375,,3,True
Iran,Masoud Shojaei Soleimani,,59.375,,3,True
Iran,Ashkan Dejagah,,54.6875,,3,True
Iran,Mohammad Rashid Mazaheri,,54.6875,,3,True
Iran,Mohammad Reza Khanzadeh,,54.6875,,3,True
Iran,Pejman Montazeri,,54.6875,,3,True
Iran,Reza Ghoochannejhad Nournia,,54.6875,,3,True
Italy,Gianluigi Donnarumma,,100.0,,11,True
Italy,Giovanni Di Lorenzo,,98.83720930232558,,11,True
Italy,Nicolò Barella,,97.67441860465117,,11,True
Italy,Alessandro Bastoni,,96.51162790697674,,11,True
Italy,Jorge Luiz Frello Filho,,95.34883720930233,,11,True
Italy,Federico Chiesa,,94.18604651162791,,11,True
Italy,Gianluca Scamacca,,93.02325581395348,,4,True
Italy,Federico Dimarco,,91.86046511627907,,4,True
Italy,Lorenzo Pellegrini,,90.69767441860465,,4,True
Italy,Riccardo Calafiori,,89.53488372093022,,3,True
Italy,Davide Frattesi,,88.37209302325581,,4,True
Italy,Matteo Darmian,,87.2093023255814,,4,True
Italy,Bryan Cristante,,86.04651162790697,,11,True
Italy,Mateo Retegui,,84.88372093023256,,4,True
Italy,Giacomo Raspadori,,83.72093023255815,,8,True
Italy,Nicolò Fagioli,,82.55813953488372,,4,True
Italy,Gianluca Mancini,,81.3953488372093,,4,True
Italy,Stephan El Shaarawy,,80.23255813953489,,4,True
Italy,Mattia Zaccagni,,79.06976744186046,,4,True
Italy,Andrea Cambiaso,,77.90697674418604,,4,True
Italy,Alex Meret,,76.74418604651163,,11,True
Italy,Alessandro Buongiorno,,73.25581395348837,,4,True
Italy,Federico Gatti,,73.25581395348837,,4,True
Italy,Guglielmo Vicario,,73.25581395348837,,4,True
Italy,Michael Ijemuan Folorunsho,,73.25581395348837,,4,True
Italy,Raoul Bellanova,,73.25581395348837,,4,True
Italy,Leonardo Bonucci,,69.76744186046511,,7,True
Italy,Lorenzo Insigne,,68.6046511627907,,7,True
Italy,Ciro Immobile,,67.44186046511628,,7,True
Italy,Marco Verratti,,66.27906976744185,,5,True
Italy,Giorgio Chiellini,,65.11627906976744,,5,True
Italy,Leonardo Spinazzola,,63.95348837209302,,5,True
Italy,Emerson Palmieri dos Santos,,62.79069767441861,,7,True
Italy,Domenico Berardi,,61.627906976744185,,6,True
Italy,Manuel Locatelli,,60.46511627906977,,7,True
Italy,Francesco Acerbi,,59.30232558139535,,7,True
Italy,Andrea Belotti,,58.13953488372093,,7,True
Italy,Matteo Pessina,,56.97674418604651,,7,True
Italy,Federico Bernardeschi,,55.81395348837209,,7,True
Italy,Rafael Tolói,,54.651162790697676,,6,True
Italy,Salvatore Sirigu,,53.48837209302326,,7,True
Italy,Alessandro Florenzi,,52.325581395348834,,3,True
Italy,Gaetano Castrovilli,,51.16279069767442,,1,True
Ivory Coast,Yahia Fofana,,100.0,,7,True
Ivory Coast,Obite Evan Ndicka,,98.14814814814815,,7,True
Ivory Coast,Ghislain Konan,,96.2962962962963,,7,True
Ivory Coast,Seko Fofana,,94.44444444444444,,7,True
Ivory Coast,Franck Yannick Kessié,,92.5925925925926,,7,True
Ivory Coast,Ibrahim Sangaré,,90.74074074074073,,7,True
Ivory Coast,Jean Michaël Seri,,88.88888888888889,,7,True
Ivory Coast,Max-Alain Gradel,,87.03703703703704,,7,True
Ivory Coast,Serge Aurier,,85.18518518518519,,6,True
Ivory Coast,Wilfried Stephane Singo,,83.33333333333333,,7,True
Ivory Coast,Odilon Kossonou,,81.48148148148148,,6,True
Ivory Coast,Jean-Philippe Krasso,,79.62962962962962,,6,True
Ivory Coast,Christian Kouamé,,77.77777777777777,,6,True
Ivory Coast,Nicolas Pépé,,75.92592592592592,,7,True
Ivory Coast,Jeremie Boga,,74.07407407407408,,7,True
Ivory Coast,Willy Boly,,72.22222222222223,,6,True
Ivory Coast,Oumar Diakité,,70.37037037037037,,6,True
Ivory Coast,Simon Adingra,,68.51851851851852,,5,True
Ivory Coast,Sébastien Haller,,66.66666666666666,,4,True
Ivory Coast,Ousmane Diomande,,64.81481481481481,,4,True
Ivory Coast,Jonathan Bamba,,62.96296296296296,,6,True
Ivory Coast,Badra Ali Sangaré,,60.18518518518518,,7,True
Ivory Coast,Ismaël Chester Diallo,,60.18518518518518,,7,True
Ivory Coast,Jean Thierry Lazare Amani,,57.407407407407405,,6,True
Ivory Coast,Karim Konaté,,55.55555555555556,,5,True
Ivory Coast,Idrissa Doumbia,,53.7037037037037,,3,True
Ivory Coast,Ayayi Charles Folly,,51.851851851851855,,1,True
Jamaica,Ethan Pinnock,,97.82608695652175,,3,True
Jamaica,Jahmali Waite,,97.82608695652175,,3,True
Jamaica,Kasey Palmer,,97.82608695652175,,3,True
Jamaica,Joël Latibeaudiere,,93.47826086956522,,3,True
Jamaica,Michail Antonio,,91.30434782608695,,3,True
Jamaica,Demarai Gray,,89.13043478260869,,3,True
Jamaica,Shamar Nicholson,,86.95652173913044,,3,True
Jamaica,Dexter Lembikisa,,84.78260869565217,,3,True
Jamaica,Bobby Armani De Cordova-Reid,,82.6086956521739,,3,True
Jamaica,Damion Lowe,,80.43478260869566,,3,True
Jamaica,Di'Shon Bernard,,78.26086956521739,,3,True
Jamaica,Gregory Leigh,,76.08695652173913,,2,True
Jamaica,Michael Hector,,73.91304347826087,,3,True
Jamaica,Jonathan Bell,,71.73913043478261,,3,True
Jamaica,Wes Harding,,69.56521739130434,,3,True
Jamaica,Renaldo Showayne Cephas,,67.3913043478261,,3,True
Jamaica,Kaheim Dixon,,65.21739130434783,,3,True
Jamaica,Karoy Anderson,,63.04347826086956,,3,True
Jamaica,Alexander Andre Marshsall,,60.869565217391305,,3,True
Jamaica,Richard Larkland King,,58.69565217391305,,3,True
Jamaica,Coniah Boyce-Clarke,,54.34782608695652,,3,True
Jamaica,Kevon Jamar Lambert,,54.34782608695652,,3,True
Jamaica,Shaquan Davis,,54.34782608695652,,3,True
Japan,Maya Yoshida,,100.0,,8,True
Japan,Shūichi Gonda,,98.83720930232558,,4,True
Japan,Daichi Kamada,,97.67441860465117,,4,True
Japan,Yuto Nagatomo,,96.51162790697674,,8,True
Japan,Hidemasa Morita,,95.34883720930233,,4,True
Japan,Junya Ito,,94.18604651162791,,4,True
Japan,Wataru Endo,,93.02325581395348,,8,True
Japan,Ko Itakura,,91.86046511627907,,3,True
Japan,Daizen Maeda,,90.69767441860465,,4,True
Japan,Ritsu Doan,,89.53488372093022,,4,True
Japan,Shogo Taniguchi,,88.37209302325581,,4,True
Japan,Ao Tanaka,,87.2093023255814,,4,True
Japan,Takehiro Tomiyasu,,86.04651162790697,,4,True
Japan,Hiroki Sakai,,84.88372093023256,,8,True
Japan,Takefusa Kubo,,83.72093023255815,,3,True
Japan,Yuki Soma,,82.55813953488372,,4,True
Japan,Miki Yamane,,81.3953488372093,,4,True
Japan,Ayase Ueda,,80.23255813953489,,4,True
Japan,Takuma Asano,,79.06976744186046,,4,True
Japan,Kaoru Mitoma,,77.90697674418604,,4,True
Japan,Eiji Kawashima,,76.74418604651163,,8,True
Japan,Gaku Shibasaki,,75.58139534883722,,8,True
Japan,Hiroki Ito,,74.41860465116278,,4,True
Japan,Takumi Minamino,,73.25581395348837,,4,True
Japan,Daniel Schmidt,,71.51162790697674,,4,True
Japan,Shuto Machino,,71.51162790697674,,4,True
Japan,Yūya Ōsako,,69.76744186046511,,4,True
